date,pres,alt
2016-09-17T05:28:29.516+02:00,96.7257537842,6.72229003906
2016-09-17T05:28:30.919+02:00,96.7256774902,6.72805786133
2016-09-17T05:28:32.323+02:00,96.7256164551,6.73379516602
2016-09-17T05:28:33.724+02:00,96.725189209,6.77084350586
2016-09-17T05:28:35.126+02:00,96.725189209,6.77084350586
2016-09-17T05:28:36.528+02:00,96.725440979,6.74945068359
2016-09-17T05:28:37.931+02:00,96.7317504883,6.20343017578
2016-09-17T05:28:39.348+02:00,96.7509384155,4.54525756836
2016-09-17T05:28:40.736+02:00,96.7664337158,3.20614624023
2016-09-17T05:28:42.138+02:00,96.7691879272,2.96820068359
2016-09-17T05:28:43.540+02:00,96.7701187134,2.88836669922
2016-09-17T05:28:44.943+02:00,96.7701187134,2.88836669922
2016-09-17T05:28:46.346+02:00,96.7701187134,2.88836669922
2016-09-17T05:28:47.748+02:00,96.7699737549,2.90036010742
2016-09-17T05:28:49.150+02:00,96.7699737549,2.90036010742
2016-09-17T05:28:50.552+02:00,96.7687225342,3.00888061523
2016-09-17T05:28:51.955+02:00,96.7687225342,3.00888061523
2016-09-17T05:28:53.358+02:00,96.7688293457,2.99951171875
2016-09-17T05:28:54.760+02:00,96.7689819336,2.98593139648
2016-09-17T05:28:56.162+02:00,96.7688293457,2.99951171875
2016-09-17T05:28:57.565+02:00,96.7686309814,3.01620483398
2016-09-17T05:28:58.967+02:00,96.7668991089,3.16595458984
2016-09-17T05:29:00.370+02:00,96.7668533325,3.17013549805
2016-09-17T05:29:01.772+02:00,96.7668533325,3.17013549805
2016-09-17T05:29:03.174+02:00,96.7676620483,3.10021972656
2016-09-17T05:29:04.577+02:00,96.7676620483,3.10021972656
